State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State Name,TotalPop,Men,Women,VotingAgeCitizen,Employed,TractId,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
AZ,70520.5,40.35643342,1.121012039,12.8,Buckeye,306844.4167,74.98272208,3.749136104,Maricopa County,158,1116,0.012701894,0.001784347,0.014486241,Arizona,4155501,2055464,2100037,2778337,1929015,4013299094,29.54,57.41,4.94,1.76,3.78,0.19,64354.89,30761.27,16.13,21.52,36.47,18.39,26.72,8.7,9.73,75.7,10.83,2.32,1.72,2.67,6.75,25.7,82.69,10.95,6.22,0.14,6.34,56683
MI,65943.5,18.8016854,0.522269039,9.87,Dearborn Heights,153942.875,16.46117555,0.823058778,Wayne County,295,791.5,0.014408392,0.005369911,0.019778303,Michigan,1763822,848339,915483,1279502,722115,26163556629,5.36,42.63,47.02,0.26,2.47,0.02,44800.19,23154.92,26.95,36.52,27.66,22.96,23.82,6.75,18.81,76.32,10.55,5.22,2.53,2.03,3.35,25.59,86.29,9.59,3.99,0.13,14.04,56620
CA,81426.5,31.42376272,0.872882298,14,Woodland,453546.7917,127.8723301,6.393616506,Yolo County,227,1376,0.022511984,0.003713823,0.026225807,California,212605,103617,108988,142947,95944,6113010699,30.14,49.01,2.14,0.25,13.38,0.35,66327.78,32074.8,20.05,15.42,45.6,18.04,18.54,8.64,9.17,65.99,11.21,4.01,3.37,10.25,5.18,22.92,65.91,27.88,6.16,0.05,7.1,56590
IN,70057.5,24.6279447,0.684109575,7.25,Noblesville,276706.7917,,,Hamilton County,,,,,,Indiana,309687,151395,158292,212065,163999,18057110713,3.97,85.92,3.08,0.21,4.82,0.01,91978.64,43032.54,5.67,7.29,51.72,11.66,24.78,5.31,6.53,83.3,6.67,0.2,1.05,0.74,8.02,25.01,85.79,9.42,4.69,0.1,3.44,56540
GA,61765,20.57139413,0.571427615,7.25,Valdosta,133934.9167,11.91517647,0.595758823,Lowndes County,213.5,1556.5,0.02744396,0.003763275,0.031207235,Georgia,113941,55796,58145,83763,46445,13185010777,5.43,53.53,37.14,0.16,1.66,0.04,41695.84,21520.88,26.09,31.74,29.56,20.31,28.81,9.11,12.25,84.55,9.26,0.32,1.94,1.52,2.41,18.78,77.67,17.72,4.38,0.23,9.95,56481
CA,81426.5,31.42376272,0.872882298,14,Diamond Bar,749872.625,162.4484802,8.122424009,Los Angeles County,62,793,0.014228043,0.001112407,0.01534045,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,56449
KS,76237,26.37833784,0.732731607,7.25,Manhattan,228868.5455,,,Riley County,,,,,,Kansas,75696,40410,35286,58719,35629,20161070701,7.69,78.12,5.71,0.36,4.96,0.2,47621.46,25568.77,25.88,12.92,40.15,22.89,21.52,7.48,7.9,72.83,8.17,0.32,9.7,3,6.03,15.12,64.8,31.03,4.06,0.12,6.61,56143
CA,81426.5,31.42376272,0.872882298,14,Santee,596661.2917,150.4894662,7.524473308,San Diego County,167,452,0.007713574,0.002849927,0.0105635,California,3283665,1651147,1632518,2207599,1536073,6073014114,33.23,47.5,4.68,0.37,10.43,0.38,75402.8,34856.11,13.41,16.07,40.1,20.1,23.09,8.08,8.64,76.05,8.87,3.28,2.52,2.25,7.02,25.85,77.07,14.65,8.09,0.19,7.25,56105
MA,89239,38.43026286,1.067507302,14.25,Taunton,361040.7083,83.08630158,4.154315079,Bristol County,231.5,418,0.00720666,0.004003846,0.011210506,Massachusetts,557016,269719,287297,416441,278538,25005645238,9.05,80,3.81,0.04,2.08,0.04,63352.94,30648.35,14.4,19.2,33.7,20.27,22.58,10.04,13.41,80.14,9.87,2.71,3.1,1.07,3.1,27,82.86,12.35,4.69,0.09,7.72,56069
FL,60097,25.52712219,0.709086727,10,Sanford,250099.9583,91.13800074,4.556900037,Seminole County,511,1396,0.022392609,0.008196721,0.03058933,Florida,449260,217099,232161,334104,220949,12117021337,19.6,61.37,12.6,0.14,3.66,0.08,63277.62,30509.43,12.65,16.42,43.53,15.92,26.71,6.43,7.4,81.6,7.92,0.95,0.82,1.64,7.06,26.92,82.8,11.34,5.61,0.24,6.8,56002
OH,62943.5,18.98907815,0.527474393,9.3,Kettering,175625.6667,45.19534622,2.259767311,Montgomery County,,,,,,Ohio,531987,256138,275849,402538,241114,39113055352,2.72,67.95,24.28,0.2,1.72,0.03,48805.41,26662.1,20.18,29.39,34.69,20.57,22.83,6.52,15.4,81.76,8.46,3.25,2.37,1.01,3.15,21.47,81.8,13.43,4.59,0.17,8.92,55870
NJ,89051,34.3871061,0.955197392,13,New Brunswick,310422.2917,101.9329002,5.096645008,Middlesex County,285,964,0.017306691,0.005116605,0.022423296,New Jersey,837288,412127,425161,540851,408838,34023004905,20.3,46.47,8.73,0.13,22.51,0.02,87697.93,37318.7,8.24,9.35,44.73,13.66,23.54,6.66,11.4,72.93,8.57,9.43,2.44,2.33,4.3,33.07,83.13,12.94,3.8,0.13,6.3,55831
AL,57086,38.1439473,1.059554092,7.25,Decatur,149123.9583,,,Morgan County,,,,,,Alabama,119157,58761,60396,88176,50611,1103003721,8.81,74.66,13.33,0.64,0.58,0.03,47945.41,24843.04,17.93,25.66,29.6,17.44,22.93,11.07,18.94,89.37,7.38,0.15,0.72,1.04,1.33,23.49,82.5,12.19,5.06,0.26,6.56,55816
MA,89239,38.43026286,1.067507302,14.25,Chicopee,228036.7083,72.38973998,3.619486999,Hampden County,280.5,1078.5,0.019569636,0.005089427,0.024659063,Massachusetts,469188,226391,242797,350837,215324,25013808301,27.15,60.81,7.93,0.12,2.14,0.02,53488.91,27083.72,19.28,26.12,32.25,23.37,23.87,7.36,13.15,79.56,8.66,2.76,4.09,1.47,3.47,22.08,80.75,14.63,4.52,0.11,9.17,55717
IN,70057.5,24.6279447,0.684109575,7.25,Anderson,87402.875,,,Madison County,221,1359,0.024940356,0.00405579,0.028996146,Indiana,129641,64805,64836,99639,55819,18095006808,4.32,84.49,8.05,0.15,0.4,0.05,46215.86,23020.95,18.39,25.41,26.95,22.07,23.46,8.65,18.89,80.51,11.38,0.25,2.43,1.87,3.56,25.54,84.48,9.41,5.91,0.2,7.09,55670
FL,60097,25.52712219,0.709086727,10,Margate,241373.0833,144.3246619,7.216233096,Broward County,105,675,0.01135427,0.00176622,0.01312049,Florida,1890416,920265,970151,1247710,930561,12011061968,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72,55456
OR,81149,47.9633,1.332313889,12.75,Corvallis,423991.125,129.0830181,6.454150904,Benton County,130,2195,0.03683813,0.002181757,0.039019888,Oregon,88249,44598,43651,67672,41703,41003005051,7.37,80.92,1.04,0.46,6.56,0.26,54045.67,29926,23.64,14.99,49,18.16,19.05,6.89,6.89,63.78,8.28,2.06,8.44,9.54,7.89,19.33,65.61,27.97,6.29,0.13,6.86,55298
CA,81426.5,31.42376272,0.872882298,14,Eastvale,676465.8333,137.2220672,6.861103362,Riverside County,83,816,0.012478591,0.001269268,0.013747859,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,55191
CA,81426.5,31.42376272,0.872882298,14,Porterville,234706.3333,119.8151809,5.990759043,Tulare County,236,1016,0.017002192,0.003949328,0.02095152,California,458809,229488,229321,249667,173820,6107002176,62.58,30.6,1.49,0.72,2.76,0.16,44596.18,18802.5,27.71,35.06,22.87,18.33,19.76,23.38,15.66,76.46,14.53,2.01,1.74,2.43,2.83,22.73,78.49,14.87,6.4,0.24,10.8,55174
CT,82049.5,24.00900841,0.6669169,13,West Haven,230916.4167,54.41684221,2.720842111,New Haven County,99.5,1242.5,0.022848882,0.001830227,0.024679109,Connecticut,862127,415863,446264,636398,425229,9009220646,18.7,62.36,12.64,0.09,3.85,0.01,68865.67,34671.24,13.35,16.58,39.74,18.77,23.41,7.09,10.99,76.26,8.9,4.9,4.42,1.37,4.15,24.75,81.24,12.75,5.78,0.23,8.4,55046
CA,81426.5,31.42376272,0.872882298,14,Brentwood,728562.25,97.93249606,4.896624803,Contra Costa County,169,1292,0.019557682,0.002558242,0.022115923,California,1123678,548675,575003,743847,535401,6013344766,24.32,46.41,7.87,0.24,15.84,0.42,98316.87,43925.37,9.63,11.62,43.46,17.76,23.13,7.8,7.85,67.34,11.57,10.75,1.76,1.99,6.59,36.47,77.42,13.46,8.95,0.18,6.85,55000
CA,81426.5,31.42376272,0.872882298,14,Paramount,488854.25,192.731627,9.636581351,Los Angeles County,263,1309,0.024268155,0.004875878,0.029144033,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,54980
ND,67995.5,43.45968724,1.207213534,7.25,Grand Forks,229228.2917,,,Grand Forks County,167,1370,0.024372987,0.002971066,0.027344053,North Dakota,70130,36438,33692,53825,38387,38035010984,3.99,86.33,2.96,2.3,1.89,0.1,55533.06,30377.94,16.63,14.41,35.26,19.47,24.42,10.53,10.33,81.49,7.69,0.76,4.21,2.03,3.8,15.02,72.29,23.01,4.36,0.32,3.46,54932
TX,69501.5,24.64076451,0.684465681,7.25,Georgetown,380737.2083,,,Williamson County,116,1025.5,0.011768283,0.00133167,0.013099953,Texas,508313,250106,258207,342928,254840,48491020626,24.45,61.8,5.66,0.18,5.13,0.08,80659.11,34198.89,7.7,10.03,44.03,14.2,25.38,8.18,8.21,80.13,9.18,0.72,0.94,1.25,7.79,27.87,78.32,14.71,6.78,0.19,4.86,54898
WA,86402.5,40.24041857,1.117789405,14.49,Shoreline,680982.0833,160.4309046,8.02154523,King County,111,1560.5,0.026854235,0.001911699,0.028765934,Washington,2118119,1058695,1059424,1459791,1140353,53033023022,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09,54790
IL,78529,33.27867744,0.924407707,12,Mount Prospect,335414.875,35.29614662,1.764807331,Cook County,,,,,,Illinois,5238541,2540704,2697837,3538445,2521437,17031565847,23.6,39.57,28.68,0.1,6.22,0.02,61411.29,33055.12,17.98,22.98,36.99,19.71,23.74,5.89,13.68,59.81,8.1,21.04,4.17,2.44,4.44,33.64,83.43,12.01,4.44,0.12,10.37,54771
CA,81426.5,31.42376272,0.872882298,14,Hanford,274653.125,,,Kings County,321,1119,0.019268188,0.005527335,0.024795523,California,150183,82982,67201,92011,53158,6031037209,53.9,34,5.46,0.89,3.16,0.21,52423.52,20370.22,21.16,27.6,23.93,20.59,19.56,22.13,13.8,75.96,14.73,0.74,2.3,1.89,4.37,22.34,71.8,22.56,5.46,0.17,9.89,54686
IL,78529,33.27867744,0.924407707,12,Normal,174787.3333,18.08979678,0.904489839,McLean County,104.5,685,0.012537521,0.001911938,0.014441028,Illinois,173231,84327,88904,128081,91152,17113002431,5.19,80.46,8.03,0.14,4.1,0.02,63208.29,31471.1,17.92,16.7,40.96,17.77,25.32,6.48,9.46,78.9,8.86,1.65,5.07,1.42,4.07,18.11,82.48,13.26,4.09,0.17,4.6,54664
CA,81426.5,31.42376272,0.872882298,14,Rosemead,665148.4583,210.3667284,10.51833642,Los Angeles County,189,895,0.016547414,0.00349437,0.020041785,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,54561
UT,87782,55.97889494,1.554969304,7.25,Lehi,478838.5,80.71705224,4.035852612,Utah County,,,,,,Utah,576496,290874,285622,352481,257679,49049012096,11.55,83.08,0.48,0.38,1.45,0.7,71153.72,23394.55,12.74,12.52,40.53,15.18,26.09,7.97,10.23,73.37,12.23,1.89,3.48,2.29,6.74,21.36,83.35,11.65,4.83,0.17,4.34,54382
ID,73379.5,33.12013401,0.920003723,7.25,Pocatello,228193.7083,,,Bannock County,196,1150,0.020143846,0.00343306,0.023576906,Idaho,84113,41867,42246,59635,36989,16005088328,7.96,84.03,0.71,3.76,1.14,0.21,51650.5,23763.64,19.04,22.05,35.45,18.09,25.72,8.52,12.24,77.21,10.46,1.43,4,2.62,4.26,17.9,71.98,21.98,5.91,0.14,6.73,54350
CA,81426.5,31.42376272,0.872882298,14,Highland,401611.4167,144.7304517,7.236522587,San Bernardino County,379,739,0.01327537,0.006808342,0.020083712,California,2121220,1055170,1066050,1332784,869658,6071013381,51.5,31.83,7.36,0.42,6.12,0.3,59249.72,23053.46,18.85,24.98,27.23,19.68,25.14,10.61,17.34,78.48,11.9,1.55,1.8,1.31,4.97,30.52,76.87,16.12,6.86,0.15,10.26,54291
CA,81426.5,31.42376272,0.872882298,14,Novato,934896.7917,92.89294387,4.644647194,Marin County,238,851,0.015216536,0.004255624,0.01947216,California,260814,127423,133391,184739,130570,6041131195,14.67,72.93,2.43,0.16,5.24,0.12,111398.7,67903.75,7.99,8.14,54.61,13.89,21.27,5.64,4.6,64.69,7.69,9.56,3.92,2.59,11.55,31.85,73.81,10.3,15.7,0.2,4.48,54194
TX,69501.5,24.64076451,0.684465681,7.25,Port Arthur,78791.79167,,,Jefferson County,412,923,0.017135431,0.007648752,0.024784183,Texas,254574,130404,124170,175785,105319,48245032571,20.3,36.89,37.57,0.2,3.98,0.04,46324.71,23954.08,21.41,30.09,25.6,21.92,22.48,14.73,15.26,89.05,7.19,0.67,0.65,1.1,1.33,20.1,83.58,12.6,3.71,0.11,7.89,54135
NV,64180,17.0469945,0.473527625,9.75,Carson City,382972.625,124.9439133,6.247195664,Carson City,,,,,,Nevada,54219,27794,26425,39650,24327,32510071265,22.16,69.25,1.53,1.92,2.52,0.1,53994.38,29054.69,13.79,20.94,31.48,21.85,23.59,10.08,12.98,80.18,11.91,0.35,2.65,1.82,3.11,18.42,70.98,24.46,4.23,0.32,7.65,54080
TX,69501.5,24.64076451,0.684465681,7.25,San Marcos,279089.5417,,,Hays County,325,1536,0.022506746,0.004759335,0.02726608,Texas,194843,96973,97870,139025,99069,48209010680,34.41,59.02,3.22,0.19,1.33,0.04,66078.44,30232.84,18.2,18.04,37.5,19.8,25.41,8.8,8.49,77.34,9.33,0.85,2.78,2.36,7.33,29.41,74.92,17.18,7.58,0.31,5.83,54076
TN,59854,43.57385521,1.210384867,7.25,Hendersonville,354880.125,82.59188999,4.1295945,Sumner County,70,496,0.008348044,0.001180378,0.009528422,Tennessee,175730,85968,89762,129587,87498,47165020687,4.08,87.17,5.54,0.24,1.11,0.07,64727.24,30307.19,9.72,12.62,33.53,15.64,26.81,8.84,15.19,83.7,8.67,0.43,0.58,1.53,5.09,28.48,80.28,12.25,7.28,0.21,4.47,54068
OH,62943.5,18.98907815,0.527474393,9.3,Elyria,129621.125,9.031842337,0.451592117,Lorain County,135,759,0.014123385,0.002511982,0.016635367,Ohio,305405,150419,154986,233036,140834,39093067881,11.52,75.97,8.62,0.24,0.82,0.03,53333.74,26349.26,16.36,24.02,29.71,19.91,23.66,8.79,17.94,83.1,8.39,0.61,2.47,2.55,2.88,23.38,84.34,11.42,4.13,0.11,8.11,53956
MA,89239,38.43026286,1.067507302,14.25,Revere,486152.7917,141.8056781,7.090283906,Suffolk County,176.5,643.5,0.012165448,0.003336557,0.015502004,Massachusetts,780685,377572,403113,533762,423215,25025142912,21.33,47.31,19.71,0.2,8.22,0.02,65022.42,40105.35,20.04,23.55,44.48,22.33,20.91,4.84,7.44,39.97,6.48,33.27,13.8,3.25,3.22,30.52,84.98,10.91,4,0.11,7.7,53756
TX,69501.5,24.64076451,0.684465681,7.25,Pflugerville,340982.2538,64.13690964,3.206845482,Travis County,89.5,930.5,0.013630792,0.001309847,0.01494064,Texas,1176584,593319,583265,783460,645807,48453006242,32.53,51.34,7.55,0.29,5.84,0.04,73510.05,39810.57,15.22,18.9,47.61,15.92,21.62,8.45,6.4,73.29,9.41,4.01,2.14,2.59,8.57,24.84,77.63,14.55,7.69,0.14,4.58,53752
IN,70057.5,24.6279447,0.684109575,7.25,Greenwood,246109.25,,,Johnson County,67,1168,0.019060985,0.001093396,0.020154381,Indiana,149359,73340,76019,108188,74247,18081610674,3.27,91.47,2.23,0.25,1.95,0,65301.64,30401.64,10.3,14.63,37.34,15.85,23.67,8.52,14.62,86.1,7.44,0.34,1.61,0.86,3.66,25.45,83.86,11.23,4.85,0.06,4.86,53665
NE,76865.5,45.30698792,1.258527442,9,Bellevue,218799.5,56.61316298,2.830658149,Sarpy County,77,734,0.013736058,0.001440976,0.015177034,Nebraska,175188,87568,87620,121810,91916,31153010456,8.84,81.26,3.71,0.31,2.54,0.1,75870.07,32642.05,5.65,6.7,42.46,15.7,23.8,8.87,9.18,87.52,7.42,0.18,0.87,0.88,3.12,20.23,78.97,16.88,4.09,0.06,3.44,53663
IL,78529,33.27867744,0.924407707,12,Wheaton,362192.1667,46.94330568,2.347165284,DuPage County,,,,,,Illinois,931826,457327,474499,646717,486850,17043843615,13.81,68.36,4.35,0.06,11.31,0.03,90952.52,42366.41,6.68,8.44,46.04,12.76,25.55,5.35,10.29,77.3,7.01,6.9,1.61,1.08,6.1,29.32,86.56,9.17,4.11,0.17,5.17,53648
GA,61765,20.57139413,0.571427615,7.25,Smyrna,349034.7083,61.20156636,3.060078318,Cobb County,200.5,1081.5,0.018912987,0.003506471,0.022419459,Georgia,739072,357252,381820,497695,382187,13067030666,12.49,54.37,25.04,0.13,5.21,0.04,79262.67,37559.15,11,14.54,46.16,14.54,23.7,7.48,8.12,78.96,8.62,1.18,1.27,2.06,7.9,31.37,83.47,9.88,6.53,0.12,5.91,53438
FL,60097,25.52712219,0.709086727,10,Sarasota,321004.125,91.53543093,4.576771546,Sarasota County,349,1622,0.027490594,0.005915054,0.033405647,Florida,404839,193328,211511,324231,160224,12115012148,8.5,84.9,3.53,0.21,1.62,0.02,58895.36,40250.87,10.25,15.08,36.27,20.46,26.69,9.33,7.24,81.1,6.27,0.71,1.14,2.29,8.49,22.9,81.6,9.01,9.17,0.22,5.91,53326
MO,64337.5,24.10954139,0.669709483,11.15,Blue Springs,229878.6667,64.92483148,3.246241574,Jackson County,113,1244,0.021842955,0.001984127,0.023827082,Missouri,688554,332936,355618,502554,338110,29095035869,9.5,56.6,28.77,0.3,1.89,0.23,52601.44,28383.71,18.23,25.25,33.94,19.78,24.96,7.94,13.39,80.43,8.06,3.52,1.95,1.42,4.62,23.03,83.69,11.13,5.07,0.11,6.64,53294
CA,81426.5,31.42376272,0.872882298,14,Colton,364857.2083,183.3855385,9.169276927,San Bernardino County,191,1429,0.025926665,0.003465356,0.029392021,California,2121220,1055170,1066050,1332784,869658,6071013381,51.5,31.83,7.36,0.42,6.12,0.3,59249.72,23053.46,18.85,24.98,27.23,19.68,25.14,10.61,17.34,78.48,11.9,1.55,1.8,1.31,4.97,30.52,76.87,16.12,6.86,0.15,10.26,53243
TX,69501.5,24.64076451,0.684465681,7.25,Euless,275058.8333,91.48673856,4.574336928,Tarrant County,139,1316,0.022704139,0.002398082,0.02510222,Texas,1983675,971142,1012533,1270469,974947,48439113204,29.36,47.88,15.65,0.27,4.4,0.18,65586.95,30351.79,15.13,20.54,34.43,17.07,24.67,10.08,13.76,81.58,10.84,0.72,1.35,1.29,4.23,26.44,83.09,10.88,5.88,0.15,5.67,53224
CO,86321.5,19.56240955,0.543400265,12.56,Castle Rock,547515.6667,78.38831211,3.919415605,Douglas County,42.5,1185.5,0.016425849,0.000589379,0.017015228,Colorado,320940,159804,161136,222455,169625,8035014151,8.1,83.44,1.06,0.2,4.34,0.06,111456.43,48748.74,3.94,4.31,53.63,11.72,24.6,4.83,5.2,77.84,6.53,1.91,1.08,1.49,11.15,27.83,83.43,11.11,5.32,0.13,3.37,53063
CA,81426.5,31.42376272,0.872882298,14,Cathedral City,375676.5,125.269006,6.263450301,Riverside County,130,651,0.011747298,0.002345851,0.014093148,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,52977
TN,59854,43.57385521,1.210384867,7.25,Kingsport,156835.375,51.05458485,2.552729242,Sullivan County,392.5,2264,0.0417361,0.007235865,0.048971966,Tennessee,156519,75908,80611,124264,66637,47163042090,1.89,93.25,2.06,0.12,0.58,0.05,44527.26,25930.62,16.93,26.51,32.82,18.8,25.62,9.25,13.52,85.38,8.26,0.24,1.02,1.68,3.39,21.19,80.66,11.89,7.25,0.2,6.92,52962
AZ,70520.5,40.35643342,1.121012039,12.8,Lake Havasu City,360759.0833,143.4351724,7.171758622,Mohave County,132,746,0.012921105,0.002286308,0.015207413,Arizona,204691,103175,101516,160544,69774,4015951699,16.04,76.28,1.06,3.54,1.2,0.13,41025.4,23733.4,19.5,26.64,23.8,25.89,26.54,10.93,12.85,78.79,12.34,1.36,1.91,2.38,3.22,21.1,78.03,14.84,6.95,0.18,10.27,52844
FL,60097,25.52712219,0.709086727,10,Pensacola,181432.1667,57.39757009,2.869878505,Escambia County,327,1543,0.029067686,0.006160164,0.035227851,Florida,309924,153834,156090,238553,134161,12033016208,5.16,62.72,24.65,0.41,2.54,0.1,48990.75,25962.99,15.99,25.43,31.98,21.25,28.21,8.38,10.16,76.19,11.71,0.82,1.67,1.87,7.75,21.62,77.47,15.89,6.56,0.07,7.85,52703
NJ,89051,34.3871061,0.955197392,13,Hoboken,719960.5833,170.0337146,8.501685729,Hudson County,73,713,0.01317535,0.001342806,0.014518156,New Jersey,679756,337345,342411,398510,354105,34017016696,41.76,30.27,10.82,0.13,14.85,0.06,68442.78,36789.5,17.15,23.61,38.56,18.61,22.57,6.09,14.18,37.32,8.05,41.69,7.95,2.06,2.92,35.52,85.14,10.44,4.35,0.08,7.18,52575
CA,81426.5,31.42376272,0.872882298,14,Yucaipa,435862.9167,138.0432914,6.902164571,San Bernardino County,153,601,0.011088561,0.002822878,0.013911439,California,2121220,1055170,1066050,1332784,869658,6071013381,51.5,31.83,7.36,0.42,6.12,0.3,59249.72,23053.46,18.85,24.98,27.23,19.68,25.14,10.61,17.34,78.48,11.9,1.55,1.8,1.31,4.97,30.52,76.87,16.12,6.86,0.15,10.26,52536
CA,81426.5,31.42376272,0.872882298,14,Watsonville,684016.7083,104.2628545,5.213142727,Santa Cruz County,299,1132,0.020904508,0.005521597,0.026426105,California,273263,135654,137609,189870,133847,6087131502,30.39,61.26,0.77,0.16,3.83,0.06,76162.65,38476.46,14.22,14.87,41.99,18.46,20.79,10.79,7.98,69.62,8.98,2.54,4.31,6.71,7.85,27.28,73.07,15.52,11.16,0.26,6.63,52477
WA,86402.5,40.24041857,1.117789405,14.49,Richland,366917.625,,,Benton County,171,1679.5,0.027976299,0.002849452,0.030825751,Washington,190529,95438,95091,128595,85352,53005010973,20.28,72.31,1.33,0.73,2.27,0.08,68813.39,30615.83,13.39,18.79,38.03,16.29,21.07,12.49,12.09,80.62,11.18,0.99,1.91,1.11,4.19,21.96,78.83,16.63,4.5,0.05,6.07,52413
CA,81426.5,31.42376272,0.872882298,14,Delano,246557.75,118.8687483,5.943437417,Kern County,185,856,0.015962704,0.003449883,0.019412587,California,878744,450393,428351,512066,335688,6029003383,50.18,37.97,5.19,0.5,3.69,0.13,52845.14,21928.95,23.37,31.14,25.49,18.99,20.88,21.56,13.07,78.31,12.83,0.92,1.58,3.06,3.29,23.47,76.19,16.83,6.75,0.23,11.27,52403
IL,78529,33.27867744,0.924407707,12,Hoffman Estates,300276.0417,37.33733426,1.866866713,Cook County,,,,,,Illinois,5238541,2540704,2697837,3538445,2521437,17031565847,23.6,39.57,28.68,0.1,6.22,0.02,61411.29,33055.12,17.98,22.98,36.99,19.71,23.74,5.89,13.68,59.81,8.1,21.04,4.17,2.44,4.44,33.64,83.43,12.01,4.44,0.12,10.37,52398
CA,81426.5,31.42376272,0.872882298,14,Placentia,793391.6667,155.0962326,7.754811631,Orange County,232,1066,0.020795942,0.004525946,0.025321888,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,52206
NJ,89051,34.3871061,0.955197392,13,West New York,374725.3902,102.1086592,5.105432962,Hudson County,106,587,0.01108028,0.002000868,0.013081148,New Jersey,679756,337345,342411,398510,354105,34017016696,41.76,30.27,10.82,0.13,14.85,0.06,68442.78,36789.5,17.15,23.61,38.56,18.61,22.57,6.09,14.18,37.32,8.05,41.69,7.95,2.06,2.92,35.52,85.14,10.44,4.35,0.08,7.18,52122
CA,81426.5,31.42376272,0.872882298,14,Dublin,1081823.792,146.5559286,7.32779643,Alameda County,110,892,0.013240708,0.001632823,0.01487353,California,1629615,799649,829966,1056116,826310,6001433308,21.68,33.9,11.72,0.31,26.84,0.77,91677,42258.87,11.91,13.3,48.03,16.27,20.26,6.24,9.2,60.58,10.22,15.16,4.01,3.88,6.14,32.14,78.6,13.66,7.61,0.14,6.26,52105
IL,78529,33.27867744,0.924407707,12,Oak Park,417693.3333,49.9361909,2.496809545,Cook County,,,,,,Illinois,5238541,2540704,2697837,3538445,2521437,17031565847,23.6,39.57,28.68,0.1,6.22,0.02,61411.29,33055.12,17.98,22.98,36.99,19.71,23.74,5.89,13.68,59.81,8.1,21.04,4.17,2.44,4.44,33.64,83.43,12.01,4.44,0.12,10.37,52066
MA,89239,38.43026286,1.067507302,14.25,Peabody,524220.7917,91.81800244,4.590900122,Essex County,129.5,420.5,0.00788669,0.002426852,0.010313542,Massachusetts,775860,373886,401974,555798,397621,25009236310,21.27,70.14,3.22,0.09,3.39,0.02,77828.52,37557.25,11.57,15.06,39.81,19.57,22.4,7.14,11.08,72.87,8.86,6.17,3.68,2.67,5.75,29.7,82.3,11.28,6.25,0.17,6.08,52044
NJ,89051,34.3871061,0.955197392,13,Perth Amboy,326448.75,104.0620428,5.20310214,Middlesex County,137,508,0.009886346,0.0026662,0.012552546,New Jersey,837288,412127,425161,540851,408838,34023004905,20.3,46.47,8.73,0.13,22.51,0.02,87697.93,37318.7,8.24,9.35,44.73,13.66,23.54,6.66,11.4,72.93,8.57,9.43,2.44,2.33,4.3,33.07,83.13,12.94,3.8,0.13,6.3,51982
